iter	Passed	Remaining
231	20647	869350
232	20728	868923
233	20829	869307
234	20909	868849
235	20995	868662
236	21081	868417
237	21164	868107
238	21263	868417
239	21340	867863
240	21427	867694
241	21508	867287
242	21602	867369
243	21687	867132
244	21789	867562
245	21877	867458
246	21963	867240
247	22039	866662
248	22120	866269
249	22200	865828
250	22288	865690
251	22388	866041
252	22471	865716
253	22552	865330
254	22644	865364
255	22731	865231
256	22830	865518
257	22928	865791
258	23015	865596
259	23100	865397
260	23187	865224
261	23271	864944
262	23365	865072
263	23466	865420
264	23559	865480
265	23649	865419
266	23735	865234
267	23814	864798
268	23901	864635
269	23989	864506
270	24077	864388
271	24167	864339
272	24240	863697
273	24346	864226
274	24439	864254
275	24520	863888
276	24603	863614
277	24698	863737
278	24785	863584
279	24867	863269
280	24947	862862
281	25028	862523
282	25118	862470
283	25203	862241
284	25286	861971
285	25371	861760
286	25453	861427
287	25535	861106
288	25620	860906
289	25709	860815
290	25799	860771
291	25874	860246
292	25952	859782
293	26026	859234
294	26101	858696
295	26190	858622
296	26269	858236
297	26353	857995
298	26434	857665
299	26512	857253
300	26592	856880
301	26671	856502
302	26753	856202
303	26848	856333
304	26941	856370
305	27035	856463
306	27128	856523
307	27213	856356
308	27295	856065
309	27384	855988
310	27470	855840
311	27554	855599
312	27632	855191
313	27718	855044
314	27801	854795
315	27894	854844
316	27987	854901
317	28082	855015
318	28171	854948
319	28251	854603
320	28333	854322
321	28419	854188
322	28509	854126
323	28588	853769
324	28669	853473
325	28750	853172
326	28833	852913
327	28918	852743
328	29008	852716
329	29084	852259
330	29160	851835
331	29245	851655
332	29324	851300
333	29411	851179
334	29488	850765
335	29571	850541
336	29652	850242
337	29733	849962
338	29827	850042
339	29903	849598
340	30008	849994
341	30099	850000
342	30183	849791
343	30269	849667
344	30354	849490
345	30439	849309
346	30519	849011
347	30613	849082
348	30704	849078
349	30791	848963
350	30880	848904
351	30952	848381
352	31039	848258
353	31132	848317
354	31207	847886
355	31305	848059
356	31397	848083
357	31477	847779
358	31566	847721
359	31649	847509
360	31733	847300
361	31808	846873
362	31889	846604
363	31976	846491
364	32081	846866
365	32164	846655
366	32245	846378
367	32326	846122
368	32406	845822
369	32498	845841
370	32590	845861
371	32672	845630
372	32753	845360
373	32827	844914
374	32919	844927
375	33007	844855
376	33100	844885
377	33174	844456
378	33271	844602
379	33353	844381
380	33432	844049
381	33524	844088
382	33616	844107
383	33709	844146
384	33786	843794
385	33880	843850
386	33966	843718
387	34057	843719
388	34141	843525
389	34214	843085
390	34300	842947
391	34390	842909
392	34476	842796
393	34549	842333
394	34628	842034
395	34713	841887
396	34795	841658
397	34889	841721
398	34971	841513
399	35062	841491
400	35146	841333
401	35220	840922
402	35301	840659
403	35384	840478
404	35459	840075
405	35552	840127
406	35634	839898
407	35714	839649
408	35796	839433
409	35885	839375
410	35965	839113
411	36059	839181
412	36144	839032
413	36221	838684
414	36292	838228
415	36379	838133
416	36467	838048
417	36552	837901
418	36637	837772
419	36726	837719
420	36809	837522
421	36885	837173
422	36967	836966
423	37057	836929
424	37139	836726
425	37224	836590
426	37304	836338
427	37380	835999
428	37462	835794
429	37558	835886
430	37640	835686
431	37722	835477
432	37807	835338
433	37889	835144
434	37963	834767
435	38049	834636
436	38130	834415
437	38204	834043
438	38287	833868
439	38372	833720
440	38446	833357
441	38519	832967
442	38605	832840
443	38692	832761
444	38769	832456
445	38854	832312
446	38938	832179
447	39024	832055
448	39099	831722
449	39189	831679
450	39267	831411
451	39344	831107
452	39425	830890
453	39517	830920
454	39602	830785
455	39693	830768
456	39769	830461
457	39853	830314
458	39947	830362
459	40022	830040
460	40104	829835
461	40179	829505
462	40277	829637
463	40370	829689
464	40450	829461
465	40540	829427
466	40633	829453
467	40715	829280
468	40800	829144
469	40890	829115
470	40980	829088
471	41068	829035
472	41169	829212
473	41242	828859
474	41329	828771
475	41412	828600
476	41495	828424
477	41576	828216
478	41655	827986
479	41752	828092
480	41845	828118
481	41929	827975
482	42015	827873
483	42086	827460
484	42176	827444
485	42262	827329
486	42350	827260
487	42424	826939
488	42509	826805
489	42591	826624
490	42673	826448
491	42756	826281
492	42832	825975
493	42908	825682
494	42986	825429
495	43070	825278
496	43145	824975
497	43222	824697
498	43300	824446
499	43384	824301
500	43460	824016
501	43540	823808
502	43615	823495
503	43705	823470
504	43808	823684
505	43893	823563
506	43970	823290
507	44045	822992
508	44129	822850
509	44211	822689
510	44288	822414
511	44367	822178
512	44451	822048
513	44530	821827
514	44618	821762
515	44702	821616
516	44780	821377
517	44865	821261
518	44950	821140
519	45036	821050
520	45118	820888
521	45194	820606
522	45276	820422
523	45362	820342
524	45447	820217
525	45524	819958
526	45604	819750
527	45678	819451
528	45754	819169
529	45845	819168
530	45929	819037
531	46016	818946
532	46113	819051
533	46187	818744
534	46283	818821
535	46364	818649
536	46448	818522
537	46532	818375
538	46614	818211
539	46688	817913
540	46765	817662
541	46843	817433
542	46927	817296
543	47010	817146
544	47094	817022
545	47180	816932
546	47273	816964
547	47351	816730
548	47436	816612
549	47527	816611
550	47602	816318
551	47685	816181
552	47764	815971
553	47842	815745
554	47936	815776
555	48020	815650
556	48103	815513
557	48184	815344
558	48274	815316
559	48349	815030
560	48441	815043
561	48521	814856
562	48628	815104
563	48710	814952
564	48801	814946
565	48883	814775
566	48973	814749
567	49063	814725
568	49147	814600
569	49250	814799
570	49326	814539
571	49409	814388
572	49494	814280
573	49583	814235
574	49659	813987
575	49736	813744
576	49814	813518
577	49898	813389
578	49988	813363
579	50067	813169
580	50161	813209
581	50242	813038
582	50327	812929
583	50414	812855
584	50506	812853
585	50599	812870
586	50681	812710
587	50765	812598
588	50855	812565
589	50957	812721
590	51038	812560
591	51125	812485
592	51207	812324
593	51293	812239
594	51382	812195
595	51458	811934
596	51548	811904
597	51633	811795
598	51722	811761
599	51794	811450
600	51880	811354
601	51966	811266
602	52048	811109
603	52136	811054
604	52222	810956
605	52300	810750
606	52394	810780
607	52474	810598
608	52551	810366
609	52640	810325
610	52730	810281
611	52820	810252
612	52905	810153
613	52988	810011
614	53070	809857
615	53152	809714
616	53232	809529
617	53323	809515
618	53403	809341
619	53489	809241
620	53571	809091
621	53663	809097
622	53737	808816
623	53838	808960
624	53921	808816
625	54004	808687
626	54086	808534
627	54162	808298
628	54239	808076
629	54328	808025
630	54412	807905
631	54497	807802
632	54574	807586
633	54656	807426
634	54729	807148
635	54812	807016
636	54895	806892
637	54971	806652
638	55059	806594
639	55145	806507
640	55229	806389
641	55308	806192
642	55386	805989
643	55478	805985
644	55568	805954
645	55658	805927
646	55752	805948
647	55827	805706
648	55912	805611
649	55993	805449
650	56079	805363
651	56156	805135
652	56229	804866
653	56306	804650
654	56394	804589
655	56478	804469
656	56561	804337
657	56650	804295
658	56735	804199
659	56826	804178
660	56905	803988
661	56987	803844
662	57068	803692
663	57141	803429
664	57218	803207
665	57304	803122
666	57394	803091
667	57471	802880
668	57562	802869
669	57661	802961
670	57756	802992
671	57832	802776
672	57917	802670
673	58001	802552
674	58089	802497
675	58163	802247
676	58239	802012
677	58325	801929
678	58415	801899
679	58510	801940
680	58585	801704
681	58660	801462
682	58745	801361
683	58827	801225
684	58916	801181
685	59003	801111
686	59088	801010
687	59182	801034
688	59281	801112
689	59372	801095
690	59463	801077
691	59546	800951
692	59631	800850
693	59722	800835
694	59798	800613
695	59887	800569
696	59967	800402
697	60052	800300
698	60135	800170
699	60220	800072
700	60291	799783
701	60373	799654
702	60460	799574
703	60559	799654
704	60637	799463
705	60718	799313
706	60817	799396
707	60898	799254
708	60983	799153
709	61061	798957
710	61143	798820
711	61232	798779
712	61310	798587
713	61389	798405
714	61479	798374
715	61568	798328
716	61657	798279
717	61740	798152
718	61825	798055
719	61902	797852
720	61993	797832
721	62068	797609
722	62153	797513
723	62239	797423
724	62331	797414
725	62417	797322
726	62507	797297
727	62589	797159
728	62668	796986
729	62755	796908
730	62838	796785
731	62922	796669
732	62997	796448
733	63084	796381
734	63168	796269
735	63254	796176
736	63343	796131
737	63426	796012
738	63511	795908
739	63602	795890
740	63687	795794
741	63764	795599
742	63847	795472
743	63942	795500
744	64030	795434
745	64112	795310
746	64187	795088
747	64271	794974
748	64357	794882
749	64437	794726
750	64515	794547
751	64596	794402
752	64678	794270
753	64773	794286
754	64862	794249
755	64949	794167
756	65024	793948
757	65115	793930
758	65197	793796
759	65273	793593
760	65350	793394
761	65425	793176
762	65500	792959
763	65587	792883
764	65678	792864
765	65760	792734
766	65837	792536
767	65921	792427
768	66006	792336
769	66096	792301
770	66179	792183
771	66271	792162
772	66346	791956
773	66420	791722
774	66505	791633
775	66593	791571
776	66668	791359
777	66751	791234
778	66827	791037
779	66910	790913
780	66998	790853
781	67081	790742
782	67166	790643
783	67243	790448
784	67325	790322
785	67409	790221
786	67497	790154
787	67574	789968
788	67650	789767
789	67731	789626
790	67824	789628
791	67907	789508
792	67993	789433
793	68088	789449
794	68170	789314
795	68249	789157
796	68326	788974
797	68409	788856
798	68493	788745
799	68569	788548
800	68653	788438
801	68749	788471
802	68822	788244
803	68905	788123
804	68979	787912
805	69054	787703
806	69137	787586
807	69225	787524
808	69311	787444
809	69390	787285
810	69487	787323
811	69569	787196
812	69654	787102
813	69742	787048
814	69824	786921
815	69917	786913
816	70000	786796
817	70091	786771
818	70166	786565
819	70250	786468
820	70336	786385
821	70424	786325
822	70508	786222
823	70597	786173
824	70678	786035
825	70763	785935
826	70865	786028
827	70947	785906
828	71024	785722
829	71101	785543
830	71186	785449
831	71281	785471
832	71367	785379
833	71456	785331
834	71536	785192
835	71609	784963
836	71701	784948
837	71776	784749
838	71859	784628
839	71942	784513
840	72021	784354
841	72096	784155
842	72172	783965
843	72251	783804
844	72331	783667
845	72428	783696
846	72504	783508
847	72581	783328
848	72679	783385
849	72765	783297
850	72855	783257
851	72937	783141
852	73013	782950
853	73097	782848
854	73183	782760
855	73275	782745
856	73349	782536
857	73439	782502
858	73517	782327
859	73593	782140
860	73680	782072
861	73770	782037
862	73862	782020
863	73937	781825
864	74022	781733
865	74097	781530
866	74179	781411
867	74254	781212
868	74342	781157
869	74425	781039
870	74515	780996
871	74598	780890
872	74681	780780
873	74759	780612
874	74843	780514
875	74928	780421
876	75014	780333
877	75106	780319
878	75204	780366
879	75289	780271
880	75377	780213
881	75453	780033
882	75529	779845
883	75604	779648
884	75688	779550
885	75763	779353
886	75850	779288
887	75938	779224
888	76021	779115
889	76115	779114
890	76198	779003
891	76294	779021
892	76375	778896
893	76459	778797
894	76535	778611
895	76615	778466
896	76690	778272
897	76763	778060
898	76841	777899
899	76926	777808
900	77020	777817
901	77101	777686
902	77175	777483
903	77250	777291
904	77332	777169
905	77417	777083
906	77502	776994
907	77592	776948
908	77675	776840
909	77750	776646
910	77843	776636
911	77925	776518
912	78012	776449
913	78097	776360
914	78180	776247
915	78256	776071
916	78337	775943
917	78428	775913
918	78517	775867
919	78593	775681
920	78685	775661
921	78767	775543
922	78853	775467
923	78942	775418
924	79031	775362
925	79113	775248
926	79200	775170
927	79284	775073
928	79370	774995
929	79453	774880
930	79534	774760
931	79616	774636
932	79694	774476
933	79767	774273
934	79848	774150
935	79937	774093
936	80030	774080
937	80112	773969
938	80196	773865
939	80277	773735
940	80351	773543
941	80436	773452
942	80522	773374
943	80611	773324
944	80700	773276
945	80789	773218
946	80879	773178
947	80960	773050
948	81035	772871
949	81120	772778
950	81209	772727
951	81306	772754
952	81397	772718
953	81470	772514
954	81552	772399
955	81629	772235
956	81712	772127
957	81787	771943
958	81862	771764
959	81937	771581
960	82023	771496
961	82104	771375
962	82192	771310
963	82273	771187
964	82357	771092
965	82436	770945
966	82511	770762
967	82603	770741
968	82692	770690
969	82765	770489
970	82850	770403
971	82924	770211
972	83009	770119
973	83084	769943
974	83161	769772
975	83242	769651
976	83326	769554
977	83401	769374
978	83484	769267
979	83559	769089
980	83643	768994
981	83726	768888
982	83815	768830
983	83900	768745
984	83983	768644
985	84067	768539
986	84157	768506
987	84241	768408
988	84326	768317
989	84409	768211
990	84493	768118
991	84571	767966
992	84661	767919
993	84746	767838
994	84822	767660
995	84909	767597
996	84984	767417
997	85057	767220
998	85153	767233
999	85245	767206
1000	85324	767068
1001	85419	767067
1002	85509	767028
1003	85583	766845
1004	85663	766713
1005	85737	766525
1006	85811	766336
1007	85892	766211
1008	85984	766194
1009	86070	766116
1010	86146	765944
1011	86229	765837
1012	86314	765756
1013	86388	765573
1014	86474	765494
1015	86559	765404
1016	86648	765350
1017	86732	765258
1018	86809	765103
1019	86884	764923
1020	86969	764836
1021	87049	764704
1022	87130	764586
1023	87204	764402
1024	87293	764346
1025	87377	764255
1026	87467	764208
1027	87552	764125
1028	87638	764043
1029	87722	763949
1030	87804	763843
1031	87881	763684
1032	87966	763594
1033	88053	763528
1034	88131	763380
1035	88221	763338
1036	88319	763366
1037	88405	763287
1038	88482	763130
1039	88575	763108
1040	88648	762924
1041	88745	762939
1042	88837	762914
1043	88924	762839
1044	89002	762692
1045	89085	762589
1046	89165	762462
1047	89249	762367
1048	89320	762165
1049	89405	762073
1050	89489	761977
1051	89565	761816
1052	89647	761708
1053	89735	761640
1054	89810	761472
1055	89887	761322
1056	89964	761163
1057	90048	761075
1058	90127	760933
1059	90211	760842
1060	90290	760700
1061	90375	760621
1062	90460	760534
1063	90544	760437
1064	90629	760352
1065	90714	760269
1066	90796	760155
1067	90886	760111
1068	90977	760072
1069	91054	759921
1070	91138	759827
1071	91225	759760
1072	91312	759687
1073	91395	759590
1074	91471	759424
1075	91554	759327
1076	91630	759165
1077	91712	759054
1078	91787	758882
1079	91873	758805
1080	91949	758650
1081	92026	758493
1082	92100	758322
1083	92186	758245
1084	92269	758141
1085	92359	758099
1086	92435	757938
1087	92512	757789
1088	92600	757726
1089	92689	757670
1090	92770	757554
1091	92847	757402
1092	92931	757309
1093	93014	757209
1094	93099	757125
1095	93175	756963
1096	93260	756882
1097	93349	756828
1098	93426	756676
1099	93509	756572
1100	93583	756406
1101	93670	756333
1102	93753	756236
1103	93836	756129
1104	93943	756227
1105	94032	756171
1106	94116	756076
1107	94195	755941
1108	94279	755849
1109	94380	755895
1110	94451	755698
1111	94537	755622
1112	94621	755524
1113	94707	755452
1114	94800	755427
1115	94878	755284
1116	94958	755166
1117	95049	755127
1118	95135	755048
1119	95210	754884
1120	95295	754798
1121	95379	754704
1122	95454	754544
1123	95544	754496
1124	95627	754396
1125	95704	754249
1126	95787	754145
1127	95874	754078
1128	95952	753934
1129	96039	753864
1130	96122	753765
1131	96206	753676
1132	96281	753514
1133	96355	753338
1134	96432	753190
1135	96513	753075
1136	96598	752991
1137	96673	752830
1138	96750	752684
1139	96829	752551
1140	96912	752448
1141	96994	752343
1142	97070	752186
1143	97153	752089
1144	97237	751997
1145	97311	751832
1146	97388	751679
1147	97463	751523
1148	97542	751390
1149	97618	751235
1150	97701	751135
1151	97784	751037
1152	97860	750887
1153	97938	750751
1154	98021	750650
1155	98096	750485
1156	98173	750340
1157	98249	750194
1158	98328	750058
1159	98413	749976
1160	98490	749832
1161	98574	749743
1162	98649	749582
1163	98745	749586
1164	98822	749438
1165	98901	749311
1166	98978	749167
1167	99053	749008
1168	99134	748896
1169	99221	748828
1170	99312	748790
1171	99388	748634
1172	99464	748483
1173	99557	748464
1174	99652	748456
1175	99736	748365
1176	99815	748234
1177	99892	748095
1178	99968	747940
1179	100054	747862
1180	100130	747712
1181	100216	747637
1182	100294	747503
1183	100371	747360
1184	100449	747224
1185	100534	747139
1186	100612	747007
1187	100692	746886
1188	100770	746751
1189	100846	746604
1190	100929	746503
1191	101020	746464
1192	101092	746291
1193	101175	746192
1194	101252	746051
1195	101335	745954
1196	101411	745805
1197	101500	745749
1198	101592	745718
1199	101667	745561
1200	101746	745436
1201	101828	745330
1202	101905	745189
1203	101987	745088
1204	102066	744960
1205	102142	744813
1206	102227	744724
1207	102307	744607
1208	102390	744511
1209	102466	744361
1210	102558	744335
1211	102641	744238
1212	102729	744175
1213	102813	744087
1214	102889	743937
1215	102978	743882
1216	103068	743841
1217	103151	743739
1218	103229	743606
1219	103318	743556
1220	103399	743440
1221	103477	743310
1222	103567	743263
1223	103644	743123
1224	103734	743077
1225	103808	742915
1226	103887	742793
1227	103962	742638
1228	104040	742502
1229	104129	742451
1230	104210	742340
1231	104289	742217
1232	104373	742128
1233	104468	742116
1234	104556	742056
1235	104632	741905
1236	104716	741816
1237	104797	741708
1238	104874	741573
1239	104960	741494
1240	105036	741348
1241	105126	741301
1242	105215	741252
1243	105298	741149
1244	105389	741110
1245	105465	740968
1246	105542	740825
1247	105636	740811
1248	105712	740667
1249	105788	740516
1250	105874	740446
1251	105966	740412
1252	106041	740262
1253	106119	740129
1254	106205	740055
1255	106295	740009
1256	106375	739886
1257	106458	739796
1258	106549	739753
1259	106627	739620
1260	106716	739564
1261	106789	739406
1262	106877	739345
1263	106954	739205
1264	107037	739106
1265	107112	738956
1266	107188	738812
1267	107280	738783
1268	107370	738729
1269	107446	738588
1270	107529	738491
1271	107615	738416
1272	107697	738313
1273	107789	738279
1274	107877	738219
1275	107957	738102
1276	108042	738019
1277	108125	737924
1278	108208	737833
1279	108284	737691
1280	108376	737653
1281	108470	737636
1282	108558	737569
1283	108646	737507
1284	108736	737460
1285	108827	737420
1286	108915	737360
1287	108996	737250
1288	109077	737140
1289	109153	737000
1290	109233	736880
1291	109324	736838
1292	109410	736765
1293	109491	736654
1294	109577	736582
1295	109654	736447
1296	109742	736380
1297	109819	736246
1298	109913	736224
1299	109992	736102
1300	110069	735968
1301	110155	735895
1302	110232	735759
1303	110308	735615
1304	110396	735552
1305	110474	735422
1306	110553	735305
1307	110643	735252
1308	110727	735165
1309	110812	735086
1310	110898	735007
1311	110975	734876
1312	111062	734808
1313	111146	734716
1314	111235	734659
1315	111312	734526
1316	111407	734514
1317	111491	734420
1318	111574	734329
1319	111662	734263
1320	111737	734120
1321	111815	733990
1322	111897	733888
1323	111978	733781
1324	112064	733707
1325	112144	733589
1326	112226	733489
1327	112305	733370
1328	112383	733243
1329	112473	733190
1330	112559	733113
1331	112634	732972
1332	112723	732914
1333	112804	732808
1334	112894	732754
1335	112975	732646
1336	113052	732514
1337	113132	732399
1338	113223	732360
1339	113304	732252
1340	113383	732133
1341	113470	732063
1342	113546	731925
1343	113623	731789
1344	113701	731665
1345	113781	731547
1346	113867	731475
1347	113953	731396
1348	114035	731300
1349	114114	731175
1350	114191	731047
1351	114274	730953
1352	114361	730883
1353	114436	730737
1354	114528	730703
1355	114605	730570
1356	114686	730459
1357	114766	730344
1358	114853	730280
1359	114936	730186
1360	115025	730130
1361	115115	730077
1362	115210	730059
1363	115299	730003
1364	115384	729921
1365	115462	729798
1366	115551	729743
1367	115637	729666
1368	115715	729540
1369	115798	729442
1370	115882	729358
1371	115958	729220
1372	116040	729121
1373	116127	729051
1374	116208	728944
1375	116287	728824
1376	116364	728695
1377	116448	728604
1378	116524	728467
1379	116601	728335
1380	116694	728302
1381	116790	728292
1382	116874	728203
1383	116960	728132
1384	117037	728001
1385	117121	727910
1386	117207	727835
1387	117297	727782
1388	117379	727687
1389	117473	727659
1390	117566	727625
1391	117646	727515
1392	117723	727386
1393	117801	727262
1394	117880	727143
1395	117957	727011
1396	118035	726884
1397	118125	726833
1398	118213	726773
1399	118299	726696
1400	118380	726588
1401	118457	726461
1402	118546	726401
1403	118625	726287
1404	118714	726228
1405	118795	726120
1406	118875	726012
1407	118956	725905
1408	119045	725845
1409	119143	725846
1410	119227	725758
1411	119304	725628
1412	119388	725537
1413	119478	725492
1414	119552	725338
1415	119628	725204
1416	119723	725184
1417	119806	725089
1418	119884	724965
1419	119960	724830
1420	120044	724747
1421	120129	724665
1422	120218	724606
1423	120299	724500
1424	120376	724370
1425	120466	724319
1426	120550	724231
1427	120625	724093
1428	120708	723999
1429	120783	723855
1430	120859	723721
1431	120937	723598
1432	121010	723442
1433	121087	723316
1434	121174	723246
1435	121261	723175
1436	121336	723037
1437	121419	722942
1438	121503	722859
1439	121582	722741
1440	121658	722603
1441	121746	722543
1442	121820	722397
1443	121897	722265
1444	121984	722199
1445	122073	722139
1446	122158	722061
1447	122252	722035
1448	122338	721957
1449	122414	721826
1450	122496	721723
1451	122574	721599
1452	122651	721475
1453	122736	721393
1454	122811	721255
1455	122897	721177
1456	122988	721135
1457	123064	720999
1458	123142	720878
1459	123227	720797
1460	123312	720712
1461	123394	720619
1462	123488	720589
1463	123572	720503
1464	123650	720381
1465	123743	720346
1466	123834	720301
1467	123919	720218
1468	124012	720184
1469	124097	720104
1470	124171	719959
1471	124258	719890
1472	124337	719771
1473	124422	719694
1474	124511	719634
1475	124596	719551
1476	124672	719418
1477	124757	719340
1478	124844	719269
1479	124932	719205
1480	125019	719138
1481	125098	719018
1482	125175	718892
1483	125258	718801
1484	125337	718684
1485	125413	718551
1486	125496	718461
1487	125575	718346
1488	125660	718263
1489	125737	718138
1490	125816	718022
1491	125899	717933
1492	125977	717812
1493	126057	717699
1494	126138	717596
1495	126228	717547
1496	126311	717453
1497	126386	717315
1498	126464	717194
1499	126538	717050
1500	126620	716956
1501	126696	716819
1502	126782	716745
1503	126858	716617
1504	126944	716541
1505	127020	716409
1506	127095	716269
1507	127182	716203
1508	127255	716053
1509	127332	715928
1510	127408	715798
1511	127484	715667
1512	127563	715553
1513	127661	715543
1514	127741	715437
1515	127828	715366
1516	127910	715268
1517	127988	715148
1518	128066	715028
1519	128153	714960
1520	128229	714828
1521	128314	714752
1522	128398	714666
1523	128484	714590
1524	128569	714509
1525	128644	714373
1526	128728	714285
1527	128816	714221
1528	128902	714148
1529	128977	714013
1530	129061	713926
1531	129137	713798
1532	129221	713708
1533	129298	713586
1534	129372	713442
1535	129454	713346
1536	129530	713218
1537	129606	713090
1538	129682	712960
1539	129774	712918
1540	129862	712853
1541	129938	712725
1542	130016	712604
1543	130100	712519
1544	130178	712400
1545	130252	712262
1546	130329	712134
1547	130417	712073
1548	130493	711945
1549	130570	711820
1550	130646	711692
1551	130731	711612
1552	130817	711538
1553	130895	711417
1554	130972	711294
1555	131056	711210
1556	131146	711155
1557	131243	711138
1558	131326	711049
1559	131405	710936
1560	131482	710815
1561	131571	710757
1562	131654	710665
1563	131732	710548
1564	131817	710466
1565	131895	710351
1566	131980	710267
1567	132056	710139
1568	132137	710037
1569	132222	709957
1570	132306	709873
1571	132385	709760
1572	132463	709646
1573	132542	709531
1574	132621	709418
1575	132697	709291
1576	132774	709168
1577	132860	709093
1578	132938	708977
1579	133016	708859
1580	133100	708772
1581	133183	708683
1582	133258	708549
1583	133332	708414
